test_name	included_in_unit_basic	category	rule_kind	rule_pattern	rationale
tools::tests::test_resolve_path_absolute	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_resolve_path_relative	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_resolve_path_tilde_expansion	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_rg_match_requires_path_and_line_number	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_strip_bom_absent	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_strip_bom_present	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_strip_hashline_prefix	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_truncate_by_bytes	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_truncate_head	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_truncate_head_empty_input	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_truncate_head_no_truncation	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_truncate_head_preserves_newline	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_truncate_line	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_truncate_tail	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_truncate_tail_empty_input	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_truncate_tail_no_truncation	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_truncate_tail_zero_lines_returns_empty_output	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_write_creates_parent_dirs	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_write_empty_file	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_write_file_permissions_unix	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_write_new_file	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_write_overwrite_existing	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_write_rejects_outside_cwd	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::test_write_unicode_content	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::tool_output_artifact_failure_records_degraded_preview	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::tool_output_artifact_marks_binaryish_payloads_in_lifecycle_manifest	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::tool_output_artifact_redacts_sensitive_text_before_persisting	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::tool_output_artifact_respects_spill_threshold	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::tool_output_artifact_writes_content_addressed_text_and_metadata	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::tool_output_cache_reuses_and_invalidates_read_only_tool_outputs	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tools::tests::tool_output_context_cache_evidence_jsonl_covers_required_decisions	no	subprocess_bash_tool_execution_tests	prefix	tools::tests	Bash, grep, ls, and artifact spillover command-surface tests are broader than the first unit gate.
tui::tests::parse_fenced_code_language_extracts_first_tag	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::parse_fenced_code_language_with_info_string	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::parse_fenced_code_language_with_space_and_attr	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::render_markdown_code_block_indent_applies_to_code_lines	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::render_markdown_emits_ansi_when_tty	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::render_markdown_produces_styled_segments	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::render_markdown_strips_inline_markers_and_renders_headings_lists_links	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::spinner_all_frames_non_empty	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::spinner_line_frames_and_interval	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::split_markdown_code_block_at_start	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::split_markdown_code_block_no_language	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::split_markdown_empty_code_block	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::split_markdown_fenced_code_blocks_splits_text_and_code	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::split_markdown_fenced_code_blocks_unterminated_fence_emits_as_code_block	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::split_markdown_four_backtick_fence	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::split_markdown_multiple_code_blocks	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::split_markdown_nested_fence_shorter_doesnt_close	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::split_markdown_no_code_blocks	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::split_markdown_tilde_code_blocks	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::strip_markup_adjacent_tags	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::strip_markup_bracket_with_special_chars	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::strip_markup_empty_input	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::strip_markup_empty_tag	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::strip_markup_hash_color_tag	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::strip_markup_mixed_digit_alpha_is_tag	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::strip_markup_multiple_lines	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::strip_markup_nested_tags	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::strip_markup_no_brackets	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::strip_markup_only_closing_tag	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::strip_markup_pure_digits_preserved	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::strip_markup_tag_with_equals	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
tui::tests::strip_markup_unclosed_bracket_at_end	yes	unit_basic_fast_deterministic	prefix	tui::tests	Small deterministic TUI helper rendering invariants.
